year,product_code,product_fullname_english,product_shortname_english,group_code,group_name,community_code,community_name,community_color,export_value_usd,import_value_usd,export_rca,import_rca,,,,,,,,
1962,5907,"Textile fabrics; otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like",Coated Textile Fabric,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles,#bf3251,5334104,83864,2.5097,0.0575,,,,,,,,
1962,5906,"Textile fabrics, rubberised; other than those of heading no. 5902",Rubber Textile Fabric,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles,#bf3251,5944492,1427912,0.8297,0.2902,,,,,,,,
1962,5904,"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape",Linoleum,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles,#bf3251,5656856,3453330,0.525,0.4667,,,,,,,,
1962,5903,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading no. 5902",Plastic Coated Textile Fabric,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles,#bf3251,14677768,701538,1.5432,0.1074,,,,,,,,
1962,5901,"Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation",Gum Coated Textile Fabric,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles,#bf3251,188954,40391,0.2479,0.0772,,,,,,,,
1962,5810,"Embroidery; in the piece, in strips or in motifs",Embroidery,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles,#bf3251,521468,907419,0.0664,0.1682,,,,,,,,
1962,5809,"Fabrics, woven; of metal thread and metallised yarn of heading no. 5605, of a kind used in apparel, as furnishing fabrics or similar purposes; n.e.c. or included",Metallic Fabric,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles,#bf3251,4907108,2800067,1.4115,1.1729,,,,,,,,
1962,5807,"Labels, badges and similar articles; of textile materials, in the piece, in strips or cut to shape or size, not embroidered",Labels,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles,#bf3251,67245,1289452,0.085,2.3744,,,,,,,,
1962,5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",Narrow Woven Fabric,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles,#bf3251,11889941,17766220,0.7387,1.6073,,,,,,,,
1962,5805,"Tapestries; hand-woven, (gobelins, flanders, aubusson, beauvais and the like) and needle-worked tapestries (e.g. petit point, cross-stitch) whether or not made up",Hand-Woven Tapestries,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles,#bf3251,11508,451705,0.0355,2.0277,,,,,,,,
1962,5804,"Tulles and other net fabrics; not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, (other than fabrics of headings 60.02 to 60.06)",Tulles and Net Fabric,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles,#bf3251,1098792,5258646,0.1601,1.1161,,,,,,,,
1962,5802,"Fabrics; terry towelling and similar woven terry fabrics other than narrow fabrics of heading no. 5806; tufted textile fabrics, excluding products of heading no. 5703",Terry Fabric,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles,#bf3251,2802905,378803,0.1873,0.0369,,,,,,,,
1962,5801,"Fabrics; woven pile and chenille fabrics, other than fabrics of heading no. 5802 or 5806",Woven Fabrics,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles,#bf3251,3376971,6894776,0.1827,0.5433,,,,,,,,
1962,5702,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs",Hand-Woven Rugs,57,Carpets and other textile floor coverings,11,Textiles,#bf3251,2458819,45926355,0.0695,1.8894,,,,,,,,
1962,5701,"Carpets and other textile floor coverings; knotted, whether or not made up",Knotted Carpets,57,Carpets and other textile floor coverings,11,Textiles,#bf3251,375057,9443380,0.0203,0.7458,,,,,,,,
1962,5609,"Articles of yarn, strip or the like of heading no. 5404 or 5405; twine, cordage, rope or cables n.e.c. or included",Other Articles of Twine and Rope,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles,#bf3251,31993,40808230,0.0041,7.5408,,,,,,,,
1962,5608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",Netting,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles,#bf3251,793202,4392255,0.1167,0.9411,,,,,,,,
1962,5607,"Twine, cordage, ropes and cables, whether or not plaited or braided; whether or not impregnated, coated, covered or sheathed with rubber or plastics",Twine and Rope,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles,#bf3251,4326808,24481569,0.299,2.4635,,,,,,,,
1962,5606,"Yarn and strip and the like of heading no. 5404 or 5405, gimped (other than those of heading no. 5606 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn",Gimp Yarn,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles,#bf3251,608227,1035026,0.3665,0.9083,,,,,,,,
1962,5605,"Yarn; metallised, whether or not gimped, of textile yarn, or strip or the like of heading no. 5404 or 5405, combined with metal in the form of thread, strip or powder or covered with metal",Metallic Yarn,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles,#bf3251,9410412,20322555,0.6258,1.9682,,,,,,,,
1962,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",Non-woven Textiles,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles,#bf3251,14706582,809308,1.9076,0.1529,,,,,,,,
1962,5602,"Felt; whether or not impregnated, coated, covered or laminated",Felt,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles,#bf3251,4177868,2628816,0.536,0.4911,,,,,,,,
1962,5601,"Wadding of textile materials and articles thereof; textile fibres, not exceeding 5 mm in length (flock), textile dust and mill neps",Wadding,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles,#bf3251,6527990,2528581,0.8155,0.46,,,,,,,,
1962,5516,Woven fabrics of artificial staple fibres,Woven Fabric of Synthetic Staple Fibers,55,Man-made staple fibres,11,Textiles,#bf3251,2047234,1770003,0.0772,0.0972,,,,,,,,
1962,5514,"Woven fabrics of synthetic staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight exceeding 170g/m2",Heavy Synthetic Cotton Fabrics,55,Man-made staple fibres,11,Textiles,#bf3251,17752490,2056989,0.3524,0.0595,,,,,,,,
1962,5512,"Woven fabrics of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres",Synthetic Fabrics,55,Man-made staple fibres,11,Textiles,#bf3251,1464942,278871,0.0989,0.0274,,,,,,,,
1962,5511,"Yarn (not sewing thread), of man-made staple fibres, put up for retail sale",Retail Artificial Staple Fibers Yarn,55,Man-made staple fibres,11,Textiles,#bf3251,13363,51522,0.0248,0.139,,,,,,,,
1962,5508,"Sewing thread of man-made staple fibres, whether or not put up for retail sale",Non-Retail Artificial Staple Fibers Sewing Thread,55,Man-made staple fibres,11,Textiles,#bf3251,384358,465852,0.0268,0.0472,,,,,,,,
1962,5507,"Artificial staple fibres, carded, combed or otherwise processed for spinning",Processed Artificial Staple Fibers,55,Man-made staple fibres,11,Textiles,#bf3251,63636,9657,0.0561,0.0124,,,,,,,,
1962,5506,"Synthetic staple fibres, carded, combed or otherwise processed for spinning",Processed Synthetic Staple Fibers,55,Man-made staple fibres,11,Textiles,#bf3251,423627,290275,0.0596,0.0595,,,,,,,,
1962,5505,"Waste (including noils, yarn waste and garnetted stock), of man-made fibres",Artificial Fibers Waste,55,Man-made staple fibres,11,Textiles,#bf3251,2971157,3046791,1.0977,1.6391,,,,,,,,
1962,5504,"Artificial staple fibres, not carded, combed or otherwise processed for spinning",Unprocessed Artificial Staple Fibers,55,Man-made staple fibres,11,Textiles,#bf3251,11116491,11916961,0.4859,0.7586,,,,,,,,
1962,5503,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning",Unprocessed Synthetic Staple Fibers,55,Man-made staple fibres,11,Textiles,#bf3251,18202400,7515373,0.8626,0.5186,,,,,,,,
1962,5502,Artificial filament tow,Artificial Filament Tow,55,Man-made staple fibres,11,Textiles,#bf3251,1999465,0,2.0153,,,,,,,,,
1962,5501,Synthetic filament tow,Synthetic Filament Tow,55,Man-made staple fibres,11,Textiles,#bf3251,7100749,188741,1.5623,0.0605,,,,,,,,
1962,5408,Woven fabrics of artificial filament yarn including woven fabrics obtained from materials of heading no. 5404,Artificial Filament Yarn Woven Fabric,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles,#bf3251,34650187,15418657,0.5574,0.3612,,,,,,,,
1962,9999,Commodities not specified according to kind,Unspecified,99,Commodities not specified according to kind,22,Unspecified,#635b56,20489064,6778966,0.8441,0.4067,,,,,,,,
1962,9706,Antiques; of an age exceeding one hundred years,Antiques,97,Works of art; collectors' pieces and antiques,21,Arts and Antiques,#7485aa,1104675,4056285,0.2667,1.4262,,,,,,,,
1962,9705,"Collections and collectors' pieces; of zoological, botanical, mineralogical, anatomical, historical, archaeological, palaeontological, ethnographic or numismatic interest",Collector's Items,97,Works of art; collectors' pieces and antiques,21,Arts and Antiques,#7485aa,288574,807477,0.4878,1.9878,,,,,,,,
1962,9704,"Stamps, postage or revenue; stamp-postmarks, first-day covers, postal stationery (stamped paper) and like, used or unused, other than those of heading 4907",Revenue Stamps,97,Works of art; collectors' pieces and antiques,21,Arts and Antiques,#7485aa,850929,1387403,0.4576,1.0865,,,,,,,,
1962,9703,"Sculptures and statuary; original, in any material",Sculptures,97,Works of art; collectors' pieces and antiques,21,Arts and Antiques,#7485aa,284723,2198914,0.23,2.5871,,,,,,,,
1962,9702,"Engravings, prints and lithographs; original",Prints,97,Works of art; collectors' pieces and antiques,21,Arts and Antiques,#7485aa,10508,210504,0.047,1.3715,,,,,,,,
1962,9701,"Paintings, drawings, pastels, executed entirely by hand; not drawings of heading no. 4906 and not hand-painted, hand-decorated manufactured articles; collages and similar decorative plaques",Paintings,97,Works of art; collectors' pieces and antiques,21,Arts and Antiques,#7485aa,19814987,57326519,0.7301,3.0761,,,,,,,,
1962,9618,Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing,Mannequins,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,91210,614685,0.1469,1.4412,,,,,,,,
1962,9617,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",Vacuum Flask,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,15181101,83012,3.6786,0.0293,,,,,,,,
1962,9616,Scent sprays and similar toilet sprays and mounts and heads therefor; powder-puffs and pads for the application of cosmetics or toilet preparations,Scent Sprays,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,16489216,1810916,2.3458,0.3752,,,,,,,,
1962,9615,"Combs, hair-slides and similar; hairpins, curling pins, curling grips and hair curlers and the like, other than those of heading no. 8516 and parts thereof",Combs,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,177135,760193,0.1639,1.024,,,,,,,,
1962,9614,"Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof",Smoking Pipes,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,194762,4094172,0.0927,2.8385,,,,,,,,
1962,9613,"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof other than flints and wicks",Lighters,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,631915,5762752,0.1247,1.6561,,,,,,,,
1962,9612,"Typewriter, similar ribbons, inked, otherwise prepared for giving impressions, whether or not on spools or in cartridges; ink pads, whether or not inked, with or without boxes",Ink Ribbons,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,1580434,156124,1.5921,0.229,,,,,,,,
1962,9611,"Stamps; date, numbering, sealing stamps and the like (including devices for printing or embossing labels), designed for operating by hand; hand operated composing sticks and printing sets",Rubber Stamps,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,5970264,130880,4.1057,0.1311,,,,,,,,
1962,9610,"Slates and boards, with writing or drawing surfaces, whether or not framed",Chalkboards,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,36603,128032,0.1461,0.7441,,,,,,,,
1962,9609,"Pencils (not of heading no. 9608), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",Pencils and Crayons,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,2666069,1777685,0.7801,0.7575,,,,,,,,
1962,9608,"Pens; ball-point, felt tipped, other porous tipped pens; fountain pens, stylograph pens duplicating stylos, propelling or sliding pencils; parts of the foregoing, excluding those of heading no. 9609",Pens,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,25807445,1840209,1.912,0.1985,,,,,,,,
1962,9607,Slide fasteners and parts thereof,Zippers,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,505494,623056,0.1648,0.2958,,,,,,,,
1962,9604,Hand sieves and hand riddles,Hand Sifters,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,57019,147607,0.2617,0.9865,,,,,,,,
1962,9603,"Brooms, brushes (including parts of machines), hand operated floor sweepers, mops and feather dusters; knots and tufts for broom or brush making; paint pads and rollers; squeegees",Brooms,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,3245836,3706824,0.688,1.1442,,,,,,,,
1962,9602,"Vegetable, mineral carving material and articles of these materials, moulded or carved articles of wax, stearin, natural gums, resins or modelling pastes, worked unhardened gelatin (not heading no. 3503)",Vegetable and Mineral Carvings,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,2609922,234832,3.9577,0.5186,,,,,,,,
1962,9601,"Ivory, bone, tortoise-shell, horn, antlers, coral, mother-of-pearl and other animal carving material and articles of these materials; worked, (including articles obtained by moulding)",Worked Ivory and Bone,96,Miscellaneous manufactured articles,20,Miscellaneous,#4d6fd0,2438874,1351583,1.6596,1.3393,,,,,,,,
1962,9508,"Roundabouts, swings, shooting galleries, other fairground amusements, travelling circuses, travelling menageries and travelling theatres",Fairground Amusements,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous,#4d6fd0,898698,573153,0.8559,0.7949,,,,,,,,
1962,9507,"Fishing rods, fish-hooks and other line fishing tackle; fish landing nets and the like; decoy birds (not those of heading no. 9208 or 9705) and similar hunting or shooting requisites",Fishing and Hunting Equipment,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous,#4d6fd0,4103496,17222854,0.3998,2.4437,,,,,,,,
1962,9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools",Sports Equipment,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous,#4d6fd0,23327463,21651339,1.86,2.514,,,,,,,,
1962,9504,"Games; funfair, table or parlour, articles thereof including pintables billiards, special tables for casino games and automatic bowling alley equipment",Video and Card Games,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous,#4d6fd0,8350216,2474214,2.0621,0.8898,,,,,,,,
1962,9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",Models and Stuffed Animals,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous,#4d6fd0,30573861,98104964,0.5825,2.722,,,,,,,,
1962,9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",Light Fixtures,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous,#4d6fd0,14906225,22066621,0.795,1.7138,,,,,,,,
1962,9404,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered",Mattresses,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous,#4d6fd0,1170274,298437,0.5029,0.1868,,,,,,,,
1962,9403,"Furniture and parts thereof, n.e.c. in chapter 94",Other Furniture,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous,#4d6fd0,5487531,11955555,0.239,0.7582,,,,,,,,
1962,9402,"Furniture; medical, surgical, dental or veterinary (e.g. operating tables, hospital beds, dentists' chairs) barbers' chairs; parts",Medical Furniture,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous,#4d6fd0,928541,898826,0.5962,0.8404,,,,,,,,
1962,9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",Seats,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous,#4d6fd0,29262993,30680849,1.0191,1.5559,,,,,,,,
1962,9307,"Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor",Bladed Weapons and Accessories,93,Arms and ammunition; parts and accessories thereof,19,Weapons,#1c26b3,1083986,195300,3.7881,0.9939,,,,,,,,
1962,9306,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition, projectiles and parts thereof, including shot and cartridge wads",Explosive Ammunition,93,Arms and ammunition; parts and accessories thereof,19,Weapons,#1c26b3,4271876,3219627,0.4228,0.4641,,,,,,,,
1962,9305,Firearms; parts and accessories of articles of heading no. 9301 to 9304,Weapons Parts and Accessories,93,Arms and ammunition; parts and accessories thereof,19,Weapons,#1c26b3,292129,790,1.8198,0.0072,,,,,,,,
1962,9304,"Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307","Spring, Air, and Gas Guns",93,Arms and ammunition; parts and accessories thereof,19,Weapons,#1c26b3,75645,2518118,0.0822,3.9831,,,,,,,,
1962,9303,"Firearms; other similar devices (e.g. sporting shotguns and rifles, muzzle-loading firearms, very pistols, devices for firing flares or blank ammunition, captive bolt humane killers, line throwing guns)",Other Firearms,93,Arms and ammunition; parts and accessories thereof,19,Weapons,#1c26b3,4320124,10761941,0.8613,3.1245,,,,,,,,
1962,9302,Revolvers and pistols; other than those of heading no. 9303 or 9304,Handguns,93,Arms and ammunition; parts and accessories thereof,19,Weapons,#1c26b3,1590023,1868631,1.6051,2.747,,,,,,,,
1962,9301,"Military weapons; other than revolvers, pistols and arms of heading no. 9307",Military Weapons,93,Arms and ammunition; parts and accessories thereof,19,Weapons,#1c26b3,52995,2000,0.1041,0.0057,,,,,,,,
1962,9209,"Musical instrument parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments); metronomes, tuning forks and pitch pipes",Musical Instrument Parts,92,Musical instruments; parts and accessories of such articles,18,Instruments,#5c57d9,6391548,3648715,1.7676,1.4694,,,,,,,,
1962,9208,"Musical boxes, fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments",Other Musical Instruments,92,Musical instruments; parts and accessories of such articles,18,Instruments,#5c57d9,70996,4686110,0.0629,6.0438,,,,,,,,
1962,9207,"Musical instruments; the sound of which is produced or must be amplified, electrically (e.g. organs, guitars, accordions)",Electric Musical Instruments,92,Musical instruments; parts and accessories of such articles,18,Instruments,#5c57d9,659637,726162,1.2554,2.0125,,,,,,,,
1962,9206,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)",Percussion,92,Musical instruments; parts and accessories of such articles,18,Instruments,#5c57d9,308884,1023067,0.6431,3.1019,,,,,,,,
1962,9205,"Musical instruments; wind, (e.g. clarinets, trumpets, bagpipes)",Wind Instruments,92,Musical instruments; parts and accessories of such articles,18,Instruments,#5c57d9,397600,5480043,0.1719,3.4504,,,,,,,,
1962,9202,"Musical instruments; string, n.e.c. in heading no. 9201, (e.g. guitars, violins, harps)",String Instruments,92,Musical instruments; parts and accessories of such articles,18,Instruments,#5c57d9,299963,1985800,0.232,2.2364,,,,,,,,
1962,9201,"Pianos; including automatic pianos, harpsichords and other keyboard stringed instruments",Pianos,92,Musical instruments; parts and accessories of such articles,18,Instruments,#5c57d9,744994,1776282,0.2409,0.8366,,,,,,,,
1962,9112,Clock cases and cases of a similar type for other goods of this chapter and parts thereof,Clock Cases and Parts,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,61547,309296,0.183,1.3391,,,,,,,,
1962,9111,Watch cases and parts thereof,Watch Cases and Parts,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,197819,5723323,0.0904,3.8087,,,,,,,,
1962,9110,"Watch or clock movements, complete, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements",Incomplete Movement Sets,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,223350,2750327,0.0399,0.7155,,,,,,,,
1962,9109,Clock movements; complete and assembled,Clock Movements,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,48290,1916451,0.0376,2.1727,,,,,,,,
1962,9108,Watch movements; complete and assembled,Watch Movements,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,75767,3320564,0.0466,2.9735,,,,,,,,
1962,9107,"Time switches; with clock, watch movement or synchronous motor",Time Switches,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,904097,9082,0.5693,0.0083,,,,,,,,
1962,9106,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock, watch movement or synchronous motor",Time Recording Instruments,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,358353,149568,0.3712,0.2256,,,,,,,,
1962,9105,"Clocks, other, n.e.c.",Other Clocks,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,180893,6164508,0.023,1.1421,,,,,,,,
1962,9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels",Dashboard Clocks,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,3905665,8230967,0.4354,1.3361,,,,,,,,
1962,9103,"Clocks; with watch movements, excluding clocks of heading no. 9104",Clocks with Watch Movements,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,44562,317331,0.0492,0.5102,,,,,,,,
1962,9101,"Wrist-watches, pocket-watches, stop-watches and other watches; with case of precious metal or of metal clad with precious metal",Precious Metal Watches,91,Clocks and watches and parts thereof,18,Instruments,#5c57d9,2841781,58506549,0.0563,1.6874,,,,,,,,
1962,9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",Revolution Counters,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,1918637,853419,0.5797,0.3755,,,,,,,,
1962,9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",Utility Meters,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,4926389,1235107,1.0593,0.3868,,,,,,,,
1962,9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",Chemical Analysis Instruments,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,176385178,12783031,2.4529,0.2589,,,,,,,,
1962,9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",Gas and Liquid Flow Measuring Instruments,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,22932042,774855,1.5694,0.0772,,,,,,,,
1962,9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not",Hydrometers,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,24876873,3805483,1.7374,0.387,,,,,,,,
1962,9024,"Machines and appliances for testing the hardness, strength, compressibility, elasticity of other mechanical properties of materials (e.g. metals, wood, textiles, paper, plastics)",Tensile Testing Machines,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,1935332,1077952,0.6871,0.5573,,,,,,,,
1962,9023,"Instruments, apparatus and models, designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses",Instructional Models,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,3447894,996798,1.2051,0.5074,,,,,,,,
1962,9022,"X-ray, alpha, beta, gamma radiation apparatus; x-ray tubes, x-ray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like",X-Ray Equipment,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,11169893,5344517,1.0146,0.7069,,,,,,,,
1962,9021,"Orthopaedic appliances; including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other which are worn, carried or implanted in the body to compensate for a defect or disability",Orthopedic Appliances,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,9516941,1481909,1.9771,0.4483,,,,,,,,
1962,9019,"Mechano-therapy, massage appliances; psychological aptitude testing apparatus; ozone, oxygen, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",Therapeutic Appliances,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,Instruments,#5c57d9,2257891,246184,1.1725,0.1862,,,,,,,,
1962,5407,"Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading no. 5404",Synthetic Filament Yarn Woven Fabric,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles,#bf3251,12643503,340008,0.8653,0.0339,,,,,,,,
1962,5406,"Man-made filament yarn (other than sewing thread), put up for retail sale",Retail Artificial Filament Yarn,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles,#bf3251,24517,21678,0.1046,0.1347,,,,,,,,
1962,5405,"Artificial monofilament of 67 decitex or more, no cross-sectional dimension exceeds 1mm; strip and the like (e.g. artificial straw), of artificial textile materials of a width not exceeding 5mm",Artificial Monofilament,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles,#bf3251,73844,39618,0.1001,0.0782,,,,,,,,
