year,product_code,product_fullname_english,product_shortname_english,group_code,group_name,community_code,community_name,community_color,export_value_usd,import_value_usd,export_rca,import_rca,,,,,,,,
1962,2906,"Alcohols; cyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives",Cyclic Alcohols,29,Organic chemicals,6,Chemical Products,#a8c380,835359,6183717,0.2664,2.8721,,,,,,,,
1962,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",Acyclic Alcohols,29,Organic chemicals,6,Chemical Products,#a8c380,77806282,23852958,2.2427,1.0012,,,,,,,,
1962,2904,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons; whether or not halogenated","Sulfonated, Nitrated or Nitrosated Hydrocarbons",29,Organic chemicals,6,Chemical Products,#a8c380,4621702,8449113,1.2149,3.2343,,,,,,,,
1962,2903,Halogenated derivatives of hydrocarbons,Halogenated Hydrocarbons,29,Organic chemicals,6,Chemical Products,#a8c380,8434437,7333133,0.813,1.0293,,,,,,,,
1962,2902,Cyclic hydrocarbons,Cyclic Hydrocarbons,29,Organic chemicals,6,Chemical Products,#a8c380,47350901,16328542,2.0461,1.0275,,,,,,,,
1962,2901,Acyclic hydrocarbons,Acyclic Hydrocarbons,29,Organic chemicals,6,Chemical Products,#a8c380,65153776,992787,3.141,0.0697,,,,,,,,
1962,2853,"Inorganic compounds n.e.c. (including distilled or conductivity water and water of similar purity); liquid air (rare gases removed or not); compressed air; amalgams, other than precious metal amalgams",Miscellaneous inorganic products,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,4610087,39795493,0.5278,6.6343,,,,,,,,
1962,2850,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849",Hydrides and other anions,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,255343,183758,0.3962,0.4152,,,,,,,,
1962,2849,"Carbides, whether or not chemically defined",Carbides,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,2383639,410052,0.527,0.132,,,,,,,,
1962,2848,"Phosphides; whether or not chemically defined, excluding ferrophosphorus",Phosphides,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,409531,13563,1.7543,0.0846,,,,,,,,
1962,2847,Hydrogen peroxide; whether or not solidified with urea,Hydrogen peroxide,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,5507982,39232396,0.2989,3.0999,,,,,,,,
1962,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",Rare-Earth Metal Compounds,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,551558,3346401,0.4483,3.9605,,,,,,,,
1962,2845,"Isotopes other than those of heading no. 2844; compounds, inorganic or organic, of such isotopes, whether or not chemically defined",Other Isotopes,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,2179930,61398,3.5905,0.1473,,,,,,,,
1962,2844,Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes); and their compounds; mixtures and residues containing these products,Radioactive Chemicals,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,11224865,6053739,1.9046,1.4958,,,,,,,,
1962,2843,"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals",Precious Metal Compounds,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,190777,2342863,0.1029,1.8406,,,,,,,,
1962,2842,"Salts of inorganic acids or peroxoacids, excluding azides, n.e.c.",Other Inorganic Acids Salts,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,504987,603486,1.2414,2.1603,,,,,,,,
1962,2841,Salts of oxometallic or peroxometallic acids,Oxometallic or Peroxometallic Acid Salts,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,828202,220960,0.4669,0.1814,,,,,,,,
1962,2840,Borates; peroxoborates (perborates),Borates,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,9987968,249603,3.5785,0.1302,,,,,,,,
1962,2839,Silicates; commercial alkali metal silicates,Silicates,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,990862,48713,0.6469,0.0463,,,,,,,,
1962,2837,"Cyanides, cyanide oxides and complex cyanides",Cyanides,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,10141224,7592428,1.4928,1.6275,,,,,,,,
1962,2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,Carbonates,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,6618983,544474,0.8949,0.1072,,,,,,,,
1962,2835,"Phosphinates (hypophosphites), phosphonates (phosphites), phosphates and polyphosphates",Phosphinates and Phosphonates,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,5824254,45646,0.9189,0.0105,,,,,,,,
1962,2834,Nitrites; nitrates,Nitrites and Nitrates,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,133545,2009471,0.0693,1.5192,,,,,,,,
1962,2833,Sulphates; alums; peroxosulphates (persulphates),Sulfates,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,1960590,3985504,0.2849,0.8435,,,,,,,,
1962,2832,Sulphites; thiosulphates,Sulfites,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,375647,64064,0.4377,0.1087,,,,,,,,
1962,2831,Dithionites and sulphoxylates,Dithionites and Sulfoxylates,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,76793,16000,0.0815,0.0247,,,,,,,,
1962,2830,Sulphides; polysulphides,Sulfides,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical Products,#a8c380,19284873,5109952,1.413,0.5452,,,,,,,,
1962,7401,Copper mattes; cement copper (precipitated copper),Precipitated Copper,74,Copper and articles thereof,15,Metals,#a17cb0,23747,741285,0.0073,0.3302,,,,,,,,
1962,7326,"Iron or steel; articles, n.e.c. in chapter 73",Other Iron Products,73,Iron or steel articles,15,Metals,#a17cb0,27530106,23702387,0.7486,0.9385,,,,,,,,
1962,7325,Iron or steel; cast articles,Other Cast Iron Products,73,Iron or steel articles,15,Metals,#a17cb0,9037044,3246886,0.7411,0.3877,,,,,,,,
1962,7324,"Sanitary ware and parts thereof, of iron or steel",Iron Toiletry,73,Iron or steel articles,15,Metals,#a17cb0,10289141,499529,1.4121,0.0998,,,,,,,,
1962,7323,"Table, kitchen, other household articles and parts, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",Iron Housewares,73,Iron or steel articles,15,Metals,#a17cb0,13033036,9256335,0.8853,0.9157,,,,,,,,
1962,7322,"Radiators for central heating, not electrically heated and parts thereof, of iron or steel; air heaters, hot air distributors not electrically heated, with motor fan or blower",Iron Radiators,73,Iron or steel articles,15,Metals,#a17cb0,18022522,1142244,1.4403,0.1329,,,,,,,,
1962,7321,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",Iron Stovetops,73,Iron or steel articles,15,Metals,#a17cb0,29568988,1465956,1.5976,0.1153,,,,,,,,
1962,7320,"Springs and leaves for springs, of iron or steel",Iron Springs,73,Iron or steel articles,15,Metals,#a17cb0,10213543,457176,1.6251,0.1059,,,,,,,,
1962,7319,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included",Iron Sewing Needles,73,Iron or steel articles,15,Metals,#a17cb0,3714461,5116753,0.8742,1.7536,,,,,,,,
1962,7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",Iron Fasteners,73,Iron or steel articles,15,Metals,#a17cb0,31182639,24789354,1.1588,1.3415,,,,,,,,
1962,7317,"Nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, of iron or steel, with heads of other material or not, but excluding articles with heads of copper",Iron Nails,73,Iron or steel articles,15,Metals,#a17cb0,5394760,39694201,0.396,4.2426,,,,,,,,
1962,7316,"Anchors, grapnels and parts thereof, of iron or steel",Iron Anchors,73,Iron or steel articles,15,Metals,#a17cb0,461837,35814,0.5235,0.0591,,,,,,,,
1962,7315,"Chain and parts thereof, of iron or steel",Iron Chains,73,Iron or steel articles,15,Metals,#a17cb0,12983502,6809020,1.0035,0.7664,,,,,,,,
1962,7314,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel",Iron Cloth,73,Iron or steel articles,15,Metals,#a17cb0,6187407,12422493,0.6972,2.0384,,,,,,,,
1962,7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not and loosely twisted double wire, of a kind used for fencing, of iron or steel",Barbed Wire,73,Iron or steel articles,15,Metals,#a17cb0,2795325,9545633,0.3794,1.8865,,,,,,,,
1962,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",Stranded Iron Wire,73,Iron or steel articles,15,Metals,#a17cb0,5745207,11228358,0.3951,1.1245,,,,,,,,
1962,7311,"Containers for compressed or liquefied gas, of iron or steel",Iron Gas Containers,73,Iron or steel articles,15,Metals,#a17cb0,9668906,372485,1.2629,0.0708,,,,,,,,
1962,7310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), of iron or steel, capacity not exceeding 300l, whether or not lined or heat-insulated",Small Iron Containers,73,Iron or steel articles,15,Metals,#a17cb0,15478759,1900640,1.3723,0.2454,,,,,,,,
1962,7309,"Reservoirs, tanks, vats and similar containers; for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",Large Iron Containers,73,Iron or steel articles,15,Metals,#a17cb0,11706644,2353399,1.0531,0.3083,,,,,,,,
1962,7307,"Tube or pipe fittings (e.g. couplings, elbows, sleeves), of iron or steel",Iron Pipe Fittings,73,Iron or steel articles,15,Metals,#a17cb0,36563381,6063889,1.3646,0.3296,,,,,,,,
1962,7305,"Iron or steel (excluding cast iron); tubes and pipes (e.g. welded, riveted or similarly closed), having circular cross-sections, external diameter of which exceeds 406.4mm, not seamless",Other Large Iron Pipes,73,Iron or steel articles,15,Metals,#a17cb0,25094282,84026726,0.3177,1.5491,,,,,,,,
1962,7304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron Pipes,73,Iron or steel articles,15,Metals,#a17cb0,466446450,35365299,2.3031,0.2543,,,,,,,,
1962,7303,"Tubes, pipes and hollow profiles, of cast iron",Cast Iron Pipes,73,Iron or steel articles,15,Metals,#a17cb0,16848417,3560069,0.7325,0.2254,,,,,,,,
1962,7302,"Railway or tramway track constructions of iron or steel; rails, check and track rails, switch blades, crossing frogs, point rods, sleepers, fish-plates, chair wedges, sole plates, bedplates, ties and the like",Iron Railway Products,73,Iron or steel articles,15,Metals,#a17cb0,21240317,1358982,0.6396,0.0596,,,,,,,,
1962,7301,"Iron or steel sheet piling, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",Iron Sheet Piling,73,Iron or steel articles,15,Metals,#a17cb0,56784732,6829214,1.0805,0.1892,,,,,,,,
1962,7223,Stainless steel wire,Stainless Steel Wire,72,Iron and steel,15,Metals,#a17cb0,456066,4614126,0.0787,1.1588,,,,,,,,
1962,7222,"Stainless steel bars and rods, angles, shapes and sections",Other Stainless Steel Bars,72,Iron and steel,15,Metals,#a17cb0,5651,0,0.301,,,,,,,,,
1962,7221,"Stainless steel bars and rods, hot-rolled, in irregularly wound coils",Hot-Rolled Stainless Steel Bars,72,Iron and steel,15,Metals,#a17cb0,106839,3734891,0.04,2.0382,,,,,,,,
1962,7219,Stainless steel; flat-rolled products of width of 600mm or more,Large Flat-Rolled Stainless Steel,72,Iron and steel,15,Metals,#a17cb0,40980342,11130086,0.9888,0.3911,,,,,,,,
1962,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,Stainless Steel Ingots,72,Iron and steel,15,Metals,#a17cb0,1919791,232039,0.6607,0.1163,,,,,,,,
1962,7217,Wire of iron or non-alloy steel,Iron Wire,72,Iron and steel,15,Metals,#a17cb0,10442295,51460295,0.2943,2.1122,,,,,,,,
1962,7216,"Iron or non-alloy steel, angles, shapes and sections",Iron Blocks,72,Iron and steel,15,Metals,#a17cb0,20745512,55088466,0.2654,1.0264,,,,,,,,
1962,7215,"Iron or non-alloy steel; bars and rods, n.e.c. in chapter 72",Other Iron Bars,72,Iron and steel,15,Metals,#a17cb0,2137838,1170462,0.478,0.3811,,,,,,,,
1962,7214,"Iron or non-alloy steel; bars and rods, not further worked than forged, hot-rolled, hot drawn or hot-extruded, but including those twisted after rolling",Raw Iron Bars,72,Iron and steel,15,Metals,#a17cb0,25683608,73959884,0.2153,0.903,,,,,,,,
1962,7213,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils",Hot-Rolled Iron Bars,72,Iron and steel,15,Metals,#a17cb0,7160582,56437986,0.1634,1.8753,,,,,,,,
1962,7211,"Iron or non-alloy steel; flat-rolled products, width less than 600mm, not clad, plated or coated",Large Flat-Rolled Iron,72,Iron and steel,15,Metals,#a17cb0,78757,150735,0.1916,0.5341,,,,,,,,
1962,7210,"Iron or non-alloy steel; flat-rolled products, width 600mm or more, clad, plated or coated",Coated Flat-Rolled Iron,72,Iron and steel,15,Metals,#a17cb0,61305972,7961239,0.9784,0.185,,,,,,,,
1962,7208,"Iron or non-alloy steel; flat-rolled products of a width of 600mm or more, hot-rolled, not clad, plated or coated",Hot-Rolled Iron,72,Iron and steel,15,Metals,#a17cb0,46473067,31922872,0.1803,0.1804,,,,,,,,
1962,7207,Iron or non-alloy steel; semi-finished products thereof,Semi-Finished Iron,72,Iron and steel,15,Metals,#a17cb0,19383037,1100722,0.5299,0.0438,,,,,,,,
1962,7206,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading no. 7203),Iron Ingots,72,Iron and steel,15,Metals,#a17cb0,18972675,12577266,0.8823,0.8518,,,,,,,,
1962,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel",Iron Powder,72,Iron and steel,15,Metals,#a17cb0,2678532,1467817,0.878,0.7007,,,,,,,,
1962,7204,Ferrous waste and scrap; remelting scrap ingots of iron or steel,Scrap Iron,72,Iron and steel,15,Metals,#a17cb0,204564821,5986621,2.6618,0.1134,,,,,,,,
1962,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or the like; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",Iron Reductions,72,Iron and steel,15,Metals,#a17cb0,122813,853109,0.136,1.3759,,,,,,,,
1962,7202,Ferro-alloys,Ferroalloys,72,Iron and steel,15,Metals,#a17cb0,7141864,32704482,0.2198,1.466,,,,,,,,
1962,7201,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",Pig Iron,72,Iron and steel,15,Metals,#a17cb0,10149109,119701545,0.1525,2.62,,,,,,,,
1962,7118,Coin,Coin,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,16123,584753,0.0038,0.2012,,,,,,,,
1962,7117,Imitation jewellery,Imitation Jewellery,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,10709492,42000741,0.4852,2.7707,,,,,,,,
1962,7116,"Articles of natural or cultured pearls, precious or semi-precious stones (natural, synthetic or reconstructed)",Pearl Products,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,126262,529892,0.1253,0.7657,,,,,,,,
1962,7115,Articles of precious metal or of metal clad with precious metal,Other Precious Metal Products,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,39966,79321,0.0674,0.1947,,,,,,,,
1962,7114,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal",Metal-Clad Products,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,7727209,2574519,2.39,1.1596,,,,,,,,
1962,7113,"Jewellery articles and parts thereof, of precious metal or of metal clad with precious metal",Jewellery,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,18228156,14685759,0.6824,0.8007,,,,,,,,
1962,7112,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal compounds, of a kind uses principally for the recovery of precious metal",Precious Metal Scraps,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,39742,15979,0.0319,0.0187,,,,,,,,
1962,7111,"Base metals, silver or gold, clad with platinum; not further worked than semi-manufactured",Platinum Clad Metals,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,52773,1881,0.6593,0.0342,,,,,,,,
1962,7110,"Platinum; unwrought or in semi-manufactured forms, or in powder form",Platinum,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,3240461,26895334,0.1947,2.3532,,,,,,,,
1962,7107,Base metals clad with silver; not further worked than semi-manufactured,Silver Clad Metals,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,50907,527,0.1608,0.0024,,,,,,,,
1962,7106,"Silver (including silver plated with gold or platinum); unwrought or in semi-manufactured forms, or in powder form",Silver,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,12715375,48033677,0.3142,1.7285,,,,,,,,
1962,7105,Dust and powder of natural or synthetic precious or semi-precious stone,Precious Stone Dust,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,4383331,18083437,0.5789,3.4778,,,,,,,,
1962,7104,"Synthetic, reconstructed precious, semi-precious stone worked, graded or not, not strung or mounted, set; ungraded synthetic, reconstructed precious, semi-precious stones, temporarily strung for transport",Synthetic Reconstructed Jewellery Stones,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,579144,2266431,0.5082,2.896,,,,,,,,
1962,7103,"Precious (excluding diamond) and semi-precious stone; worked, graded, not strung, mounted, set; ungraded precious (excluding diamond) and semi-precious stone, temporarily strung for convenience of transport",Precious Stones,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,4202760,12427168,0.3966,1.7078,,,,,,,,
1962,7102,"Diamonds, whether or not worked, but not mounted or set",Diamonds,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,47333470,234956436,0.3282,2.3725,,,,,,,,
1962,7101,"Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport",Pearls,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,Precious Metals,#7454a6,361084,19409692,0.0405,3.1726,,,,,,,,
1962,7020,Glass; articles n.e.c. in chapter 70,Other Glass Articles,70,Glass and glassware,13,Stone And Glass,#993f7b,746483,2251544,0.2571,1.1293,,,,,,,,
1962,7019,"Glass fibres (including glass wool) and articles thereof (e.g. yarn, woven fabrics)",Glass Fibers,70,Glass and glassware,13,Stone And Glass,#993f7b,6084802,328164,1.2828,0.1008,,,,,,,,
1962,7016,"Glass; paving blocks, slabs, bricks, tiles etc, of pressed, moulded glass, whether or not wired, glass smallwares for decorative purposes leaded lights and the like; multicellular or foam glass",Glass Bricks,70,Glass and glassware,13,Stone And Glass,#993f7b,2450389,4479108,0.573,1.5251,,,,,,,,
1962,7015,"Clock, watch and similar glasses, glasses for non-corrective or corrective spectacles, curved, bent, hallowed etc, not optically worked; hollow glass spheres and their segments for manufacture",Eyewear and Clock Glass,70,Glass and glassware,13,Stone And Glass,#993f7b,3867985,2806196,1.6046,1.6952,,,,,,,,
1962,7014,"Signalling glassware and optical elements of glass (other than those of heading no. 7015), not optically worked",Signaling Glassware,70,Glass and glassware,13,Stone And Glass,#993f7b,4570036,5635773,0.4162,0.7475,,,,,,,,
1962,7013,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018)",Interior Decorative Glassware,70,Glass and glassware,13,Stone And Glass,#993f7b,16468071,16549714,0.8526,1.2477,,,,,,,,
1962,7011,"Glass envelopes (including bulbs and tubes), open and glass parts thereof, without fittings, for electric lamps, cathode-ray tubes or the like",Glass Bulbs,70,Glass and glassware,13,Stone And Glass,#993f7b,12171011,205879,1.8516,0.0456,,,,,,,,
1962,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",Glass Bottles,70,Glass and glassware,13,Stone And Glass,#993f7b,19675516,2241786,1.2819,0.2127,,,,,,,,
1962,7009,"Glass mirrors; whether or not framed, including rear-view mirrors",Glass Mirrors,70,Glass and glassware,13,Stone And Glass,#993f7b,1089811,3174522,0.4352,1.8461,,,,,,,,
1962,7007,"Safety glass, consisting of toughened (tempered) or laminated glass",Safety Glass,70,Glass and glassware,13,Stone And Glass,#993f7b,4693357,990313,1.1337,0.3483,,,,,,,,
1962,7006,"Glass of heading no. 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, not framed or fitted with other materials",Glass with Edge Workings,70,Glass and glassware,13,Stone And Glass,#993f7b,9818430,2033195,1.1772,0.355,,,,,,,,
1962,7005,"Glass; float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",Float Glass,70,Glass and glassware,13,Stone And Glass,#993f7b,11139233,15516172,0.7972,1.617,,,,,,,,
1962,7004,"Glass; drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",Blown Glass,70,Glass and glassware,13,Stone And Glass,#993f7b,1606309,30864043,0.0834,2.3345,,,,,,,,
1962,7003,"Glass; cast glass and rolled glass in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",Cast or Rolled Glass,70,Glass and glassware,13,Stone And Glass,#993f7b,3400366,5869948,0.6757,1.6985,,,,,,,,
1962,7002,"Glass in balls (other than microspheres of heading no. 7018), rods or tubes, unworked",Glass Balls,70,Glass and glassware,13,Stone And Glass,#993f7b,894842,735537,0.3767,0.4509,,,,,,,,
1962,7001,"Glass; cullet and other waste and scrap of glass, glass in the mass",Glass Scraps,70,Glass and glassware,13,Stone And Glass,#993f7b,3505789,766831,1.8255,0.5815,,,,,,,,
1962,6914,Ceramic articles; n.e.c. in chapter 69,Other Ceramic Articles,69,Ceramic products,13,Stone And Glass,#993f7b,50359,305876,0.083,0.7337,,,,,,,,
1962,6913,Statuettes and other ornamental ceramic articles,Ornamental Ceramics,69,Ceramic products,13,Stone And Glass,#993f7b,1004639,12507836,0.1508,2.7344,,,,,,,,
1962,6912,"Ceramic tableware, kitchenware, other household articles and toilet articles; other than of porcelain or china",Ceramic Tableware,69,Ceramic products,13,Stone And Glass,#993f7b,1829149,27229851,0.1394,3.0213,,,,,,,,
1962,6911,"Tableware, kitchenware, other household articles and toilet articles; of porcelain or china",Porcelain Tableware,69,Ceramic products,13,Stone And Glass,#993f7b,1041807,30934347,0.0505,2.1855,,,,,,,,
1962,6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",Bathroom Ceramics,69,Ceramic products,13,Stone And Glass,#993f7b,3890560,756188,0.6262,0.1773,,,,,,,,
1962,6909,"Ceramic ware for laboratory, chemical, other technical uses; ceramic troughs, tubs, similar receptacles used in agriculture; ceramic pots, jars and similar used in the conveyance or packing of goods",Laboratory Ceramic Ware,69,Ceramic products,13,Stone And Glass,#993f7b,1942547,585489,0.587,0.2576,,,,,,,,
1962,6908,"Ceramic flags and paving, hearth or wall tiles, glazed; glazed ceramic mosaic cubes and the like, whether or not on a backing",Glazed Ceramics,69,Ceramic products,13,Stone And Glass,#993f7b,123063,3778095,0.0201,0.9,,,,,,,,
1962,6907,"Ceramic flags and paving, hearth or wall tiles, unglazed; unglazed ceramic mosaic cubes and the like, whether or not on a backing",Unglazed Ceramics,69,Ceramic products,13,Stone And Glass,#993f7b,97680,199214,0.0216,0.0641,,,,,,,,
1962,6906,"Ceramic pipes, conduits, guttering and pipe fittings",Ceramic Pipes,69,Ceramic products,13,Stone And Glass,#993f7b,42231,599,0.0378,8.00E-04,,,,,,,,
1962,6905,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",Roofing Tiles,69,Ceramic products,13,Stone And Glass,#993f7b,22605,10485,0.0264,0.0178,,,,,,,,
1962,6904,"Ceramic building bricks, floor blocks, support or filler tiles and the like",Ceramic Bricks,69,Ceramic products,13,Stone And Glass,#993f7b,4130887,18216695,0.311,1.997,,,,,,,,
1962,6903,"Ceramic goods; (e.g. retorts, crucibles, muffles, nozzles, plugs, supports cupels, tubes, pipes, sheaths, rods) excluding those of siliceous fossil meals or of similar siliceous earths",Refractory Ceramics,69,Ceramic products,13,Stone And Glass,#993f7b,5373748,135025,1.5723,0.0575,,,,,,,,
1962,6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; other than those of siliceous fossil meals or similar siliceous earths",Refractory Bricks,69,Ceramic products,13,Stone And Glass,#993f7b,8790163,171943,0.5755,0.0164,,,,,,,,
